maintenance_id,aircraft_id,maintenance_date,maintenance_type,severity,downtime_hours,cost_usd,status,technician
MT0003664,AC00033,2026-02-18,Routine Service,Low,12,5934,Completed,Technician-C
MT0003665,AC00783,2026-01-23,Hydraulic Check,Medium,31,82732,In Progress,Technician-B
MT0003666,AC00119,2026-02-14,Avionics Inspection,Medium,29,80805,Completed,Technician-D
MT0003667,AC00568,2026-02-27,Hydraulic Check,Low,47,60277,Completed,Technician-C
MT0003668,AC00758,2026-03-07,Engine Inspection,Low,30,41846,Scheduled,Technician-A
MT0003669,AC00414,2026-05-16,Landing Gear,Medium,69,6770,In Progress,Technician-B
MT0003670,AC01033,2026-05-31,Routine Service,Low,36,17340,In Progress,Technician-A
MT0003671,AC00498,2026-06-11,Structural Inspection,Medium,18,50253,Scheduled,Technician-A
MT0003672,AC00168,2026-06-15,Landing Gear,Medium,5,59338,Scheduled,Technician-A
MT0003673,AC00295,2026-06-10,Landing Gear,Low,13,18383,Scheduled,Technician-A
MT0003674,AC01035,2026-05-29,Engine Inspection,Low,27,29233,Scheduled,Technician-B
MT0003675,AC01152,2026-03-21,Hydraulic Check,Low,11,75880,Completed,Technician-A
MT0003676,AC00433,2026-02-24,Avionics Inspection,Low,25,56907,Scheduled,Technician-B
MT0003677,AC00568,2026-06-22,Engine Inspection,Low,36,7523,In Progress,Technician-A
MT0003678,AC00288,2026-02-08,Landing Gear,High,54,72813,In Progress,Technician-D
MT0003679,AC00776,2026-01-20,Hydraulic Check,Low,3,71041,In Progress,Technician-A
MT0003680,AC01152,2026-06-13,Avionics Inspection,High,7,13156,Scheduled,Technician-C
MT0003681,AC00752,2026-03-19,Structural Inspection,High,40,10434,Completed,Technician-B
MT0003682,AC00496,2026-03-24,Routine Service,High,21,30218,Scheduled,Technician-A
MT0003683,AC00303,2026-05-19,Engine Inspection,Medium,22,25863,In Progress,Technician-A
MT0003684,AC00730,2026-04-08,Structural Inspection,Medium,40,27486,Completed,Technician-B
MT0003685,AC00922,2026-04-12,Routine Service,High,14,50434,Completed,Technician-A
MT0003686,AC00683,2026-02-23,Structural Inspection,High,47,4898,Scheduled,Technician-A
MT0003687,AC00295,2026-03-02,Structural Inspection,Low,27,33693,Completed,Technician-C
MT0003688,AC00630,2026-07-01,Engine Inspection,Low,20,47779,Completed,Technician-C
MT0003689,AC00607,2026-05-16,Avionics Inspection,Low,69,53780,Scheduled,Technician-B
MT0003690,AC00318,2026-05-25,Avionics Inspection,Critical,57,37354,In Progress,Technician-D
MT0003691,AC00860,2026-02-19,Engine Inspection,Low,13,44818,Completed,Technician-D
MT0003692,AC00961,2026-04-14,Engine Inspection,Low,57,37025,Completed,Technician-A
MT0003693,AC01133,2026-05-27,Structural Inspection,Low,23,56407,In Progress,Technician-D
MT0003694,AC00674,2026-05-22,Routine Service,Low,54,10140,Scheduled,Technician-D
MT0003695,AC00191,2026-02-28,Hydraulic Check,High,39,62116,Completed,Technician-D
MT0003696,AC00608,2026-01-31,Routine Service,Medium,39,37300,In Progress,Technician-C
MT0003697,AC00823,2026-06-07,Structural Inspection,Low,52,79663,Completed,Technician-B
MT0003698,AC00748,2026-01-07,Engine Inspection,Low,70,35516,In Progress,Technician-C
MT0003699,AC00579,2026-04-24,Engine Inspection,Low,48,34948,Scheduled,Technician-D
MT0003700,AC00507,2026-02-24,Landing Gear,Medium,23,17779,Completed,Technician-C
MT0003701,AC00375,2026-06-22,Routine Service,Medium,3,60807,Completed,Technician-B
MT0003702,AC01071,2026-01-28,Landing Gear,Medium,61,75015,Completed,Technician-A
MT0003703,AC00467,2026-05-03,Hydraulic Check,Low,39,74046,Completed,Technician-A
MT0003704,AC00292,2026-04-15,Landing Gear,Low,63,21293,Completed,Technician-C
MT0003705,AC00021,2026-01-13,Hydraulic Check,Medium,66,54598,In Progress,Technician-A
MT0003706,AC00066,2026-02-26,Avionics Inspection,Low,54,67717,Completed,Technician-C
MT0003707,AC01065,2026-06-19,Landing Gear,Medium,17,24572,Completed,Technician-C
MT0003708,AC00399,2026-01-09,Structural Inspection,Medium,18,63918,Scheduled,Technician-C
MT0003709,AC00832,2026-02-27,Engine Inspection,Medium,59,79651,Scheduled,Technician-A
MT0003710,AC01189,2026-01-23,Routine Service,Low,12,39444,Completed,Technician-A
MT0003711,AC01016,2026-05-06,Engine Inspection,Medium,65,55945,Completed,Technician-A
MT0003712,AC00079,2026-06-26,Engine Inspection,Low,54,82786,In Progress,Technician-B
MT0003713,AC00223,2026-02-17,Avionics Inspection,Low,35,42069,Completed,Technician-C
MT0003714,AC00324,2026-02-10,Engine Inspection,Low,31,13526,Completed,Technician-B
MT0003715,AC00339,2026-03-12,Structural Inspection,High,11,35428,In Progress,Technician-B
MT0003716,AC01174,2026-06-27,Landing Gear,High,67,42092,Completed,Technician-A
MT0003717,AC00618,2026-01-29,Avionics Inspection,Low,59,35031,In Progress,Technician-D
MT0003718,AC00745,2026-03-02,Hydraulic Check,Low,35,59560,Scheduled,Technician-B
MT0003719,AC00733,2026-03-30,Hydraulic Check,High,60,72847,Scheduled,Technician-A
MT0003720,AC00516,2026-04-17,Engine Inspection,Low,38,24460,In Progress,Technician-B
MT0003721,AC00445,2026-05-03,Landing Gear,Medium,60,17266,In Progress,Technician-D
MT0003722,AC00821,2026-04-21,Hydraulic Check,Low,52,49161,In Progress,Technician-B
MT0003723,AC00872,2026-04-06,Landing Gear,High,19,10673,In Progress,Technician-A
MT0003724,AC00721,2026-01-25,Engine Inspection,Low,50,34937,Completed,Technician-D
MT0003725,AC00679,2026-06-26,Hydraulic Check,High,3,76537,Completed,Technician-A
MT0003726,AC00379,2026-02-20,Engine Inspection,Low,65,30108,Completed,Technician-A
MT0003727,AC01037,2026-01-04,Structural Inspection,Low,7,25896,Completed,Technician-C
MT0003728,AC01167,2026-02-01,Engine Inspection,Low,15,42968,In Progress,Technician-A
MT0003729,AC00634,2026-06-26,Avionics Inspection,High,52,68890,Scheduled,Technician-B
MT0003730,AC00719,2026-01-22,Structural Inspection,High,8,15857,Completed,Technician-A
MT0003731,AC01126,2026-01-08,Hydraulic Check,Medium,68,35993,Scheduled,Technician-C
MT0003732,AC00511,2026-06-03,Engine Inspection,Critical,11,45627,In Progress,Technician-A
MT0003733,AC01044,2026-06-22,Avionics Inspection,Critical,36,80525,Scheduled,Technician-C
MT0003734,AC00992,2026-01-04,Structural Inspection,Low,26,23718,Completed,Technician-A
MT0003735,AC00355,2026-02-15,Engine Inspection,Low,11,73556,Scheduled,Technician-A
MT0003736,AC00320,2026-03-03,Hydraulic Check,Low,17,76707,Completed,Technician-D
MT0003737,AC00326,2026-03-11,Avionics Inspection,Low,53,7699,In Progress,Technician-B
MT0003738,AC00087,2026-06-01,Avionics Inspection,Low,26,70237,Completed,Technician-A
MT0003739,AC00958,2026-04-11,Routine Service,Low,5,15119,Completed,Technician-D
MT0003740,AC00616,2026-05-24,Landing Gear,Low,60,5822,Completed,Technician-C
MT0003741,AC00071,2026-06-26,Routine Service,High,3,73086,Completed,Technician-A
MT0003742,AC00698,2026-06-28,Engine Inspection,Low,3,47002,Scheduled,Technician-B
MT0003743,AC00885,2026-01-08,Structural Inspection,Medium,45,54838,Scheduled,Technician-D
MT0003744,AC00342,2026-06-18,Structural Inspection,Critical,52,18263,Completed,Technician-B
MT0003745,AC00249,2026-03-18,Structural Inspection,Low,28,71243,Scheduled,Technician-B
MT0003746,AC00041,2026-04-08,Hydraulic Check,High,14,6878,Scheduled,Technician-B
MT0003747,AC00903,2026-04-02,Hydraulic Check,Low,11,45736,Completed,Technician-D
MT0003748,AC00034,2026-01-01,Engine Inspection,Low,54,50833,Scheduled,Technician-A
MT0003749,AC00524,2026-06-09,Landing Gear,Low,60,12336,Scheduled,Technician-A
MT0003750,AC00528,2026-03-14,Routine Service,Low,20,5304,In Progress,Technician-C
MT0003751,AC00752,2026-04-05,Avionics Inspection,Low,53,26471,Completed,Technician-A
MT0003752,AC00800,2026-03-29,Hydraulic Check,Low,42,84565,In Progress,Technician-A
MT0003753,AC00420,2026-05-02,Engine Inspection,Critical,22,80042,Completed,Technician-B
MT0003754,AC00343,2026-06-10,Routine Service,Medium,7,22714,Completed,Technician-B
MT0003755,AC00373,2026-06-27,Structural Inspection,High,4,60897,Completed,Technician-D
MT0003756,AC00052,2026-04-28,Hydraulic Check,Medium,34,19690,Completed,Technician-D
MT0003757,AC00108,2026-02-18,Engine Inspection,Medium,72,49688,Completed,Technician-B
MT0003758,AC00612,2026-02-21,Hydraulic Check,Low,54,6556,Scheduled,Technician-A
MT0003759,AC00542,2026-06-21,Routine Service,Low,50,12432,In Progress,Technician-D
MT0003760,AC01107,2026-02-13,Landing Gear,Low,12,15955,Completed,Technician-C
MT0003761,AC00383,2026-05-07,Structural Inspection,Medium,39,9807,Completed,Technician-B
MT0003762,AC00259,2026-02-03,Hydraulic Check,Medium,46,62893,In Progress,Technician-C
MT0003763,AC00607,2026-03-02,Hydraulic Check,Medium,30,30110,Scheduled,Technician-C
MT0003764,AC00390,2026-05-18,Hydraulic Check,Low,35,69336,In Progress,Technician-C
MT0003765,AC00287,2026-05-08,Landing Gear,Low,66,17343,Completed,Technician-C
MT0003766,AC00209,2026-02-13,Avionics Inspection,Low,37,57850,Scheduled,Technician-B
MT0003767,AC00766,2026-01-13,Avionics Inspection,Medium,35,60677,Completed,Technician-D
MT0003768,AC01102,2026-02-26,Engine Inspection,Low,27,60234,Completed,Technician-B
MT0003769,AC00931,2026-03-26,Engine Inspection,Low,17,27316,Scheduled,Technician-B
MT0003770,AC00760,2026-02-28,Hydraulic Check,Low,48,6788,In Progress,Technician-B
MT0003771,AC00178,2026-05-18,Engine Inspection,Low,52,10338,Scheduled,Technician-B
MT0003772,AC01037,2026-03-02,Landing Gear,High,12,53702,Completed,Technician-A
MT0003773,AC00488,2026-04-19,Structural Inspection,Low,71,77843,Completed,Technician-A
MT0003774,AC01164,2026-06-11,Hydraulic Check,Low,66,37029,Completed,Technician-C
MT0003775,AC00180,2026-03-23,Routine Service,High,55,80768,In Progress,Technician-D
MT0003776,AC00863,2026-02-07,Structural Inspection,High,36,62373,Scheduled,Technician-B
MT0003777,AC00482,2026-06-13,Routine Service,High,46,39770,In Progress,Technician-A
MT0003778,AC00442,2026-05-13,Routine Service,Critical,47,40277,In Progress,Technician-D
MT0003779,AC00312,2026-03-12,Hydraulic Check,Low,30,48899,Completed,Technician-A
MT0003780,AC00303,2026-01-21,Landing Gear,Low,31,9901,Completed,Technician-C
MT0003781,AC00690,2026-01-04,Landing Gear,Medium,22,84639,In Progress,Technician-D
MT0003782,AC00349,2026-01-26,Routine Service,Medium,13,74712,Completed,Technician-D
MT0003783,AC01078,2026-02-23,Avionics Inspection,Low,12,53243,Completed,Technician-D
MT0003784,AC00391,2026-06-21,Landing Gear,Medium,18,47326,Scheduled,Technician-B
MT0003785,AC01192,2026-01-20,Landing Gear,High,4,50624,Scheduled,Technician-D
MT0003786,AC00179,2026-06-03,Avionics Inspection,Low,31,42782,Completed,Technician-C
MT0003787,AC00817,2026-01-18,Routine Service,High,52,82226,Completed,Technician-D
MT0003788,AC01082,2026-06-22,Landing Gear,Low,48,81939,Completed,Technician-D
MT0003789,AC00726,2026-06-23,Landing Gear,Low,3,41354,In Progress,Technician-C
MT0003790,AC00090,2026-04-13,Landing Gear,Low,64,18795,In Progress,Technician-A
MT0003791,AC00294,2026-02-07,Routine Service,Medium,18,4631,Scheduled,Technician-A
MT0003792,AC00805,2026-01-24,Landing Gear,Low,50,36740,Completed,Technician-C
MT0003793,AC00637,2026-05-31,Engine Inspection,Low,28,49441,Scheduled,Technician-C
MT0003794,AC00529,2026-05-25,Hydraulic Check,Low,40,66965,Completed,Technician-D
MT0003795,AC00769,2026-01-09,Structural Inspection,Low,17,14692,Completed,Technician-C
MT0003796,AC00855,2026-03-31,Engine Inspection,Low,36,20653,In Progress,Technician-B
MT0003797,AC00759,2026-04-14,Routine Service,Medium,30,82015,Completed,Technician-B
MT0003798,AC00547,2026-01-08,Routine Service,Critical,44,82191,Completed,Technician-C
MT0003799,AC00251,2026-01-14,Avionics Inspection,Low,15,61985,Completed,Technician-C
MT0003800,AC00385,2026-05-23,Avionics Inspection,Low,34,41138,Completed,Technician-D
MT0003801,AC00949,2026-04-26,Hydraulic Check,Low,20,63772,Completed,Technician-A
MT0003802,AC00834,2026-06-02,Hydraulic Check,Low,69,28068,Completed,Technician-D
MT0003803,AC01172,2026-02-21,Landing Gear,Medium,71,77582,Scheduled,Technician-C
MT0003804,AC00789,2026-04-11,Hydraulic Check,Low,47,79773,Completed,Technician-A
MT0003805,AC00918,2026-02-08,Hydraulic Check,Low,59,44998,Completed,Technician-A
MT0003806,AC00501,2026-06-23,Hydraulic Check,Low,16,66082,In Progress,Technician-B
MT0003807,AC00714,2026-05-19,Structural Inspection,Medium,70,39259,Completed,Technician-A
MT0003808,AC00647,2026-03-06,Landing Gear,Medium,62,8170,Completed,Technician-D
MT0003809,AC00170,2026-06-28,Avionics Inspection,Low,43,61602,In Progress,Technician-B
MT0003810,AC01140,2026-01-18,Routine Service,Low,50,43662,Scheduled,Technician-A
MT0003811,AC00892,2026-01-27,Routine Service,Medium,3,70172,Completed,Technician-C
MT0003812,AC01014,2026-04-19,Engine Inspection,Low,64,21185,Completed,Technician-D
MT0003813,AC00928,2026-02-01,Hydraulic Check,Low,45,55289,Completed,Technician-B
MT0003814,AC00928,2026-04-12,Avionics Inspection,Low,60,5670,Completed,Technician-B
MT0003815,AC00555,2026-06-25,Hydraulic Check,High,27,23753,Completed,Technician-A
MT0003816,AC00305,2026-03-26,Hydraulic Check,Low,47,61247,Completed,Technician-C
MT0003817,AC00627,2026-01-08,Avionics Inspection,Medium,4,83270,In Progress,Technician-C
MT0003818,AC00576,2026-03-23,Hydraulic Check,Low,25,10147,Scheduled,Technician-A
MT0003819,AC01041,2026-04-08,Engine Inspection,Low,15,47722,In Progress,Technician-C
MT0003820,AC00335,2026-05-09,Avionics Inspection,Low,15,79474,Scheduled,Technician-D
MT0003821,AC00254,2026-01-01,Engine Inspection,Low,45,35223,Completed,Technician-D
MT0003822,AC00935,2026-02-21,Hydraulic Check,Medium,69,4478,Scheduled,Technician-C
MT0003823,AC00519,2026-02-24,Avionics Inspection,Low,57,55697,Completed,Technician-C
MT0003824,AC00085,2026-05-02,Structural Inspection,Medium,32,84070,Scheduled,Technician-D
MT0003825,AC00556,2026-05-21,Landing Gear,Low,21,82488,Completed,Technician-D
MT0003826,AC00209,2026-05-30,Landing Gear,Low,72,59497,Completed,Technician-D
MT0003827,AC01077,2026-05-06,Landing Gear,Medium,21,25983,In Progress,Technician-D
MT0003828,AC00643,2026-06-22,Landing Gear,Low,48,10556,In Progress,Technician-B
MT0003829,AC01037,2026-03-23,Structural Inspection,Low,47,52828,Completed,Technician-C
MT0003830,AC00609,2026-01-22,Landing Gear,Low,15,47456,Scheduled,Technician-C
MT0003831,AC00067,2026-05-25,Structural Inspection,Low,59,20170,Scheduled,Technician-A
MT0003832,AC00077,2026-06-16,Avionics Inspection,Low,28,43010,In Progress,Technician-A
MT0003833,AC00995,2026-06-07,Landing Gear,Medium,53,40848,In Progress,Technician-D
MT0003834,AC00751,2026-03-31,Landing Gear,High,45,34712,Completed,Technician-C
MT0003835,AC01107,2026-02-08,Engine Inspection,Low,7,63766,Completed,Technician-D
MT0003836,AC00636,2026-03-17,Avionics Inspection,Low,31,35615,Completed,Technician-D
MT0003837,AC00618,2026-04-07,Routine Service,Low,24,4831,Completed,Technician-B
MT0003838,AC00572,2026-04-25,Avionics Inspection,Medium,8,18466,Completed,Technician-C
MT0003839,AC00239,2026-02-26,Hydraulic Check,Low,48,12832,Completed,Technician-C
MT0003840,AC00124,2026-04-17,Structural Inspection,High,51,12513,Completed,Technician-D
MT0003841,AC00749,2026-01-25,Structural Inspection,Low,31,80854,Completed,Technician-A
MT0003842,AC00256,2026-01-03,Avionics Inspection,Medium,58,5855,Completed,Technician-A
MT0003843,AC00852,2026-02-04,Landing Gear,Critical,68,66219,In Progress,Technician-D
MT0003844,AC00306,2026-03-22,Routine Service,Low,69,36005,In Progress,Technician-D
MT0003845,AC00515,2026-05-29,Avionics Inspection,Medium,18,16315,Completed,Technician-A
MT0003846,AC00745,2026-05-03,Avionics Inspection,Medium,63,24196,Completed,Technician-A
MT0003847,AC00989,2026-01-26,Avionics Inspection,Low,72,45395,In Progress,Technician-A
MT0003848,AC00025,2026-04-23,Engine Inspection,High,44,72214,Completed,Technician-A
MT0003849,AC00624,2026-06-10,Hydraulic Check,Low,8,2044,Scheduled,Technician-B
MT0003850,AC00382,2026-02-10,Hydraulic Check,Low,67,35658,Scheduled,Technician-D
MT0003851,AC00021,2026-02-09,Avionics Inspection,Low,30,46211,Completed,Technician-B
MT0003852,AC00786,2026-06-07,Routine Service,Low,65,52705,Completed,Technician-B
MT0003853,AC00093,2026-06-21,Landing Gear,Low,61,2160,Completed,Technician-B
MT0003854,AC00119,2026-04-15,Structural Inspection,Low,55,23951,In Progress,Technician-D
MT0003855,AC00566,2026-03-13,Structural Inspection,High,62,71544,Completed,Technician-D
MT0003856,AC01032,2026-03-12,Avionics Inspection,Low,19,22059,Completed,Technician-C
MT0003857,AC00928,2026-06-15,Structural Inspection,Low,55,5612,In Progress,Technician-A
MT0003858,AC00201,2026-06-26,Structural Inspection,Medium,7,68747,Completed,Technician-C
MT0003859,AC00413,2026-05-02,Hydraulic Check,Medium,61,11374,In Progress,Technician-D
MT0003860,AC00274,2026-04-04,Hydraulic Check,Low,27,11648,Scheduled,Technician-A
MT0003861,AC00910,2026-04-18,Landing Gear,Medium,23,73608,In Progress,Technician-A
MT0003862,AC00170,2026-06-26,Landing Gear,Medium,34,37635,Scheduled,Technician-D
MT0003863,AC00374,2026-03-02,Landing Gear,Medium,30,11184,Scheduled,Technician-B
MT0003864,AC00455,2026-05-28,Engine Inspection,Medium,14,11838,Completed,Technician-D
MT0003865,AC00256,2026-06-15,Engine Inspection,Low,40,76176,Scheduled,Technician-B
MT0003866,AC00827,2026-01-28,Landing Gear,Medium,44,36071,In Progress,Technician-C
MT0003867,AC00864,2026-06-11,Landing Gear,High,29,16511,Scheduled,Technician-A
MT0003868,AC00729,2026-01-03,Engine Inspection,High,55,26983,Completed,Technician-D
MT0003869,AC00026,2026-04-20,Hydraulic Check,Medium,18,51905,Scheduled,Technician-C
MT0003870,AC00058,2026-01-05,Structural Inspection,Medium,40,20854,Scheduled,Technician-B
MT0003871,AC00704,2026-04-10,Structural Inspection,Low,40,45132,In Progress,Technician-A
MT0003872,AC00674,2026-04-14,Routine Service,Low,33,52385,Completed,Technician-A
MT0003873,AC00320,2026-01-27,Landing Gear,Low,30,29839,Completed,Technician-C
MT0003874,AC00280,2026-05-11,Structural Inspection,Low,31,49507,Completed,Technician-D
MT0003875,AC00429,2026-02-15,Hydraulic Check,Medium,6,65991,Scheduled,Technician-B
MT0003876,AC00600,2026-03-23,Structural Inspection,Low,29,64389,Scheduled,Technician-C
MT0003877,AC00251,2026-04-23,Structural Inspection,Medium,51,72078,Scheduled,Technician-B
MT0003878,AC00422,2026-03-24,Engine Inspection,Medium,30,587,In Progress,Technician-D
MT0003879,AC00593,2026-01-16,Landing Gear,Medium,51,1134,Scheduled,Technician-B
MT0003880,AC00437,2026-02-19,Engine Inspection,Low,38,47022,Completed,Technician-D
MT0003881,AC00922,2026-01-14,Structural Inspection,Low,49,11864,Completed,Technician-A
MT0003882,AC00325,2026-01-29,Engine Inspection,Low,17,49523,Completed,Technician-A
