incident_id,flight_id,aircraft_id,incident_timestamp,incident_type,severity,resolution_status,airport
IN0002026,FL0006361,AC00659,2026-02-05 19:31:00,Turbulence,Medium,Resolved,SEA
IN0002027,FL0006410,AC00704,2026-04-05 22:02:00,Brake Issue,Low,Open,DEN
IN0002028,FL0005112,AC00440,2026-03-12 07:35:00,Brake Issue,Medium,Investigating,SIN
IN0002029,FL0012685,AC00859,2026-04-06 20:32:00,Navigation Error,High,Resolved,LHR
IN0002030,FL0002748,AC00578,2026-06-18 08:17:00,Engine Alert,Low,Open,DFW
IN0002031,FL0000388,AC00251,2026-04-20 07:19:00,Turbulence,Medium,Resolved,BOS
IN0002032,FL0011330,AC00465,2026-01-31 14:18:00,Bird Strike,Low,Closed,SEA
IN0002033,FL0009855,AC00619,2026-03-21 09:20:00,Navigation Error,Low,Investigating,DFW
IN0002034,FL0006898,AC00943,2026-02-22 08:00:00,Weather Alert,Low,Investigating,BOS
IN0002035,FL0013730,AC00302,2026-03-13 23:20:00,Navigation Error,Low,Investigating,LHR
IN0002036,FL0002580,AC00792,2026-04-15 22:33:00,Hydraulic Leak,Medium,Resolved,SIN
IN0002037,FL0014515,AC00300,2026-03-08 08:58:00,Engine Alert,Low,Resolved,JFK
IN0002038,FL0003409,AC00618,2026-04-01 14:15:00,Turbulence,Low,Open,SIN
IN0002039,FL0002868,AC01018,2026-01-17 04:59:00,Weather Alert,High,Closed,SFO
IN0002040,FL0001238,AC01197,2026-03-04 18:31:00,Navigation Error,Low,Resolved,LAX
IN0002041,FL0011157,AC00125,2026-04-22 15:33:00,Hydraulic Leak,Critical,Closed,DXB
IN0002042,FL0013306,AC00775,2026-03-05 01:29:00,Navigation Error,Low,Closed,ATL
IN0002043,FL0001682,AC00553,2026-05-23 09:55:00,Turbulence,Medium,Open,LAX
IN0002044,FL0002678,AC01169,2026-02-23 13:58:00,Weather Alert,High,Closed,ORD
IN0002045,FL0000375,AC00479,2026-02-01 21:27:00,Turbulence,Low,Resolved,SEA
IN0002046,FL0012107,AC00374,2026-04-16 11:42:00,Turbulence,Low,Resolved,ORD
IN0002047,FL0009656,AC00481,2026-01-09 15:08:00,Weather Alert,Low,Closed,SEA
IN0002048,FL0005423,AC01041,2026-01-01 20:12:00,Hydraulic Leak,Low,Closed,ATL
IN0002049,FL0012671,AC00271,2026-01-30 13:48:00,Bird Strike,Medium,Closed,SFO
IN0002050,FL0003552,AC00760,2026-01-13 15:50:00,Navigation Error,Low,Closed,SFO
IN0002051,FL0011628,AC01026,2026-02-03 16:35:00,Weather Alert,Medium,Resolved,MIA
IN0002052,FL0004278,AC00062,2026-05-05 03:33:00,Turbulence,Medium,Investigating,BLR
IN0002053,FL0006560,AC01019,2026-01-25 21:49:00,Turbulence,Medium,Resolved,DFW
IN0002054,FL0005286,AC00017,2026-04-28 08:16:00,Brake Issue,Medium,Investigating,LAX
IN0002055,FL0005665,AC00380,2026-02-02 14:54:00,Navigation Error,Medium,Investigating,LHR
IN0002056,FL0007865,AC00891,2026-06-14 19:48:00,Navigation Error,Medium,Resolved,BOS
IN0002057,FL0006022,AC00693,2026-03-08 08:06:00,Bird Strike,Low,Investigating,JFK
IN0002058,FL0007162,AC00041,2026-04-02 09:05:00,Brake Issue,Medium,Investigating,ATL
IN0002059,FL0001254,AC00011,2026-03-19 01:19:00,Engine Alert,Medium,Open,JFK
IN0002060,FL0013810,AC00026,2026-05-16 04:37:00,Turbulence,High,Open,SIN
IN0002061,FL0013983,AC00403,2026-04-28 00:18:00,Bird Strike,Medium,Open,LHR
IN0002062,FL0007689,AC00338,2026-02-13 06:02:00,Engine Alert,Critical,Open,JFK
IN0002063,FL0000246,AC00409,2026-04-20 08:56:00,Engine Alert,Medium,Closed,ORD
IN0002064,FL0002999,AC00858,2026-01-03 02:33:00,Hydraulic Leak,Medium,Closed,JFK
IN0002065,FL0001482,AC01125,2026-05-16 17:00:00,Brake Issue,High,Resolved,BOS
IN0002066,FL0010250,AC00020,2026-01-04 12:12:00,Hydraulic Leak,High,Investigating,LHR
IN0002067,FL0009101,AC00740,2026-06-04 23:54:00,Bird Strike,Low,Closed,SIN
IN0002068,FL0013391,AC00296,2026-05-17 01:22:00,Navigation Error,Low,Open,BLR
IN0002069,FL0012263,AC00494,2026-05-14 12:12:00,Brake Issue,Low,Investigating,JFK
IN0002070,FL0004707,AC00866,2026-04-01 12:41:00,Hydraulic Leak,Medium,Investigating,ATL
IN0002071,FL0009124,AC00366,2026-01-29 13:51:00,Bird Strike,Low,Open,BLR
IN0002072,FL0007900,AC00232,2026-04-12 10:05:00,Engine Alert,Low,Open,BLR
IN0002073,FL0014959,AC01197,2026-02-12 18:55:00,Hydraulic Leak,Medium,Resolved,BLR
IN0002074,FL0012305,AC00271,2026-05-15 07:14:00,Engine Alert,Low,Open,DEN
IN0002075,FL0013892,AC00646,2026-01-30 11:48:00,Hydraulic Leak,Medium,Investigating,DEN
IN0002076,FL0001634,AC01019,2026-04-29 17:55:00,Hydraulic Leak,Low,Open,LAX
IN0002077,FL0004048,AC00832,2026-04-13 19:16:00,Brake Issue,Low,Open,DXB
IN0002078,FL0005664,AC00536,2026-04-27 22:14:00,Hydraulic Leak,Low,Investigating,MIA
IN0002079,FL0008897,AC00189,2026-03-04 11:18:00,Engine Alert,Medium,Closed,LAX
IN0002080,FL0009347,AC00960,2026-02-21 01:34:00,Navigation Error,High,Closed,SIN
IN0002081,FL0004008,AC01079,2026-04-15 11:24:00,Brake Issue,Medium,Closed,BOS
IN0002082,FL0011808,AC00611,2026-06-04 02:30:00,Bird Strike,Low,Resolved,JFK
IN0002083,FL0009052,AC00407,2026-04-10 09:04:00,Navigation Error,High,Open,ORD
IN0002084,FL0003678,AC00848,2026-04-24 03:53:00,Weather Alert,Low,Open,DEN
IN0002085,FL0004195,AC00777,2026-05-11 02:56:00,Bird Strike,High,Open,ATL
IN0002086,FL0012264,AC00052,2026-04-21 23:04:00,Brake Issue,Medium,Resolved,ATL
IN0002087,FL0003755,AC01080,2026-05-10 13:31:00,Hydraulic Leak,Medium,Open,DEL
IN0002088,FL0009452,AC01064,2026-04-08 09:09:00,Brake Issue,High,Investigating,BOS
IN0002089,FL0012003,AC00865,2026-05-16 06:15:00,Brake Issue,Low,Closed,SIN
IN0002090,FL0010736,AC00273,2026-03-28 10:28:00,Bird Strike,Medium,Resolved,LAX
IN0002091,FL0003767,AC00729,2026-03-09 01:20:00,Bird Strike,Medium,Open,SEA
IN0002092,FL0010840,AC01065,2026-02-17 15:05:00,Engine Alert,Low,Open,SFO
IN0002093,FL0001638,AC00546,2026-05-25 21:07:00,Weather Alert,Low,Investigating,JFK
IN0002094,FL0010451,AC00064,2026-03-05 11:03:00,Hydraulic Leak,Low,Resolved,DXB
IN0002095,FL0009932,AC00728,2026-06-17 01:42:00,Brake Issue,Medium,Resolved,BLR
IN0002096,FL0004030,AC00932,2026-06-03 01:35:00,Brake Issue,Medium,Closed,MIA
IN0002097,FL0010284,AC01172,2026-01-02 09:23:00,Navigation Error,Low,Closed,SEA
IN0002098,FL0008896,AC00248,2026-02-22 16:46:00,Weather Alert,Medium,Resolved,JFK
IN0002099,FL0003549,AC00830,2026-01-28 08:41:00,Engine Alert,Low,Open,DEN
IN0002100,FL0004394,AC00961,2026-05-06 16:38:00,Engine Alert,Medium,Closed,DEL
IN0002101,FL0005577,AC00233,2026-05-27 16:15:00,Turbulence,Low,Resolved,ORD
IN0002102,FL0009233,AC01065,2026-06-08 12:25:00,Navigation Error,Medium,Resolved,LHR
IN0002103,FL0010467,AC00566,2026-05-28 18:28:00,Navigation Error,Low,Resolved,LHR
IN0002104,FL0007833,AC01130,2026-01-11 16:27:00,Engine Alert,High,Investigating,ATL
IN0002105,FL0011195,AC00090,2026-01-31 18:42:00,Bird Strike,Low,Resolved,DXB
IN0002106,FL0000847,AC00405,2026-02-02 07:32:00,Brake Issue,Critical,Resolved,LAX
IN0002107,FL0011003,AC00917,2026-03-04 00:24:00,Engine Alert,Low,Open,DEL
IN0002108,FL0002593,AC00816,2026-04-03 17:58:00,Bird Strike,Medium,Resolved,DEL
IN0002109,FL0012691,AC00762,2026-02-16 06:14:00,Hydraulic Leak,Low,Investigating,DFW
IN0002110,FL0002144,AC00162,2026-04-14 21:58:00,Hydraulic Leak,Low,Closed,DFW
IN0002111,FL0004665,AC00388,2026-05-27 08:01:00,Hydraulic Leak,Medium,Investigating,LHR
IN0002112,FL0009394,AC01117,2026-05-17 12:15:00,Engine Alert,High,Open,ATL
IN0002113,FL0005418,AC00585,2026-05-30 08:41:00,Turbulence,Low,Closed,LAX
IN0002114,FL0007607,AC00997,2026-01-11 23:23:00,Turbulence,High,Open,BLR
IN0002115,FL0008732,AC00292,2026-06-04 05:43:00,Engine Alert,High,Investigating,MIA
IN0002116,FL0001495,AC00693,2026-03-19 19:00:00,Turbulence,Medium,Open,LHR
IN0002117,FL0005847,AC00376,2026-03-27 02:30:00,Bird Strike,High,Open,DXB
IN0002118,FL0008047,AC00075,2026-01-28 08:24:00,Engine Alert,Low,Open,JFK
IN0002119,FL0008646,AC00633,2026-02-15 10:52:00,Turbulence,Medium,Resolved,SEA
IN0002120,FL0014612,AC00567,2026-05-20 04:38:00,Brake Issue,Medium,Open,SIN
IN0002121,FL0007917,AC01064,2026-02-09 23:23:00,Hydraulic Leak,High,Closed,DEN
IN0002122,FL0011305,AC01125,2026-04-18 13:31:00,Hydraulic Leak,Critical,Closed,DXB
IN0002123,FL0007325,AC00023,2026-04-10 17:46:00,Hydraulic Leak,Low,Open,SFO
IN0002124,FL0003903,AC00510,2026-04-25 20:18:00,Hydraulic Leak,High,Open,DEL
IN0002125,FL0005506,AC00432,2026-05-26 13:25:00,Weather Alert,Low,Resolved,BOS
IN0002126,FL0005056,AC00504,2026-04-07 07:46:00,Brake Issue,High,Investigating,JFK
IN0002127,FL0008358,AC00976,2026-05-22 09:08:00,Bird Strike,Medium,Resolved,SIN
IN0002128,FL0001152,AC00648,2026-02-02 12:23:00,Turbulence,High,Closed,SFO
IN0002129,FL0007082,AC01168,2026-06-29 00:06:00,Weather Alert,Low,Resolved,SIN
IN0002130,FL0002765,AC00044,2026-06-18 12:27:00,Bird Strike,High,Open,BLR
IN0002131,FL0012112,AC01026,2026-06-04 18:55:00,Bird Strike,Low,Investigating,SEA
IN0002132,FL0010521,AC00485,2026-03-30 01:52:00,Brake Issue,High,Closed,DXB
IN0002133,FL0000953,AC00893,2026-06-10 20:05:00,Engine Alert,Medium,Investigating,DXB
IN0002134,FL0012678,AC00352,2026-03-20 07:52:00,Hydraulic Leak,High,Resolved,DEN
IN0002135,FL0000021,AC00494,2026-06-21 02:06:00,Weather Alert,Low,Resolved,DEL
IN0002136,FL0003006,AC00659,2026-02-04 14:32:00,Engine Alert,High,Investigating,DEL
IN0002137,FL0010908,AC00543,2026-02-27 17:11:00,Navigation Error,Low,Open,DFW
IN0002138,FL0001747,AC00925,2026-04-22 00:21:00,Turbulence,Medium,Closed,BOS
IN0002139,FL0009812,AC00554,2026-03-10 16:51:00,Hydraulic Leak,Low,Open,SEA
IN0002140,FL0010481,AC00340,2026-04-06 09:07:00,Engine Alert,Medium,Investigating,ORD
IN0002141,FL0010884,AC00432,2026-02-03 09:32:00,Navigation Error,Medium,Closed,MIA
IN0002142,FL0004199,AC01120,2026-02-05 19:48:00,Engine Alert,Medium,Open,BLR
IN0002143,FL0004528,AC00200,2026-06-11 16:56:00,Brake Issue,High,Investigating,BLR
IN0002144,FL0001871,AC00560,2026-01-10 02:11:00,Turbulence,Low,Investigating,DFW
IN0002145,FL0001461,AC00026,2026-05-14 21:06:00,Weather Alert,Low,Open,LHR
IN0002146,FL0013941,AC00831,2026-05-27 22:40:00,Weather Alert,Low,Closed,ATL
IN0002147,FL0010016,AC00835,2026-03-03 23:10:00,Hydraulic Leak,High,Closed,SEA
IN0002148,FL0008943,AC01029,2026-01-27 05:23:00,Navigation Error,Medium,Closed,DXB
IN0002149,FL0012132,AC00921,2026-01-30 17:10:00,Hydraulic Leak,Critical,Closed,LHR
IN0002150,FL0004519,AC00884,2026-05-29 15:51:00,Navigation Error,Medium,Investigating,MIA
IN0002151,FL0009714,AC00075,2026-03-31 15:06:00,Engine Alert,Low,Resolved,DEL
IN0002152,FL0003567,AC00398,2026-03-07 17:15:00,Navigation Error,Low,Investigating,SFO
IN0002153,FL0012511,AC00034,2026-06-04 11:52:00,Navigation Error,Low,Resolved,BLR
IN0002154,FL0009387,AC01185,2026-03-02 09:21:00,Brake Issue,Medium,Closed,LAX
IN0002155,FL0001070,AC00293,2026-06-29 21:39:00,Engine Alert,Low,Open,DEN
IN0002156,FL0002029,AC00117,2026-03-29 14:22:00,Hydraulic Leak,Low,Resolved,SEA
IN0002157,FL0013811,AC00561,2026-03-25 19:40:00,Navigation Error,Low,Closed,BOS
IN0002158,FL0013456,AC00303,2026-05-30 06:41:00,Engine Alert,Medium,Investigating,DXB
IN0002159,FL0009980,AC01058,2026-06-16 21:11:00,Navigation Error,High,Open,DEN
IN0002160,FL0008979,AC00053,2026-02-01 18:05:00,Bird Strike,Low,Open,DXB
IN0002161,FL0006263,AC00336,2026-01-13 16:39:00,Hydraulic Leak,Low,Investigating,ATL
IN0002162,FL0000082,AC00583,2026-01-14 16:48:00,Brake Issue,High,Investigating,DXB
IN0002163,FL0002837,AC00231,2026-05-06 11:34:00,Navigation Error,Low,Investigating,SFO
IN0002164,FL0009083,AC00187,2026-05-12 22:33:00,Navigation Error,Low,Open,DFW
IN0002165,FL0009455,AC01193,2026-03-28 08:04:00,Turbulence,Low,Closed,ORD
IN0002166,FL0005776,AC00485,2026-02-04 08:43:00,Brake Issue,Low,Open,MIA
IN0002167,FL0007863,AC00451,2026-03-26 18:02:00,Bird Strike,Low,Open,LAX
IN0002168,FL0011531,AC00918,2026-05-24 23:25:00,Hydraulic Leak,Medium,Open,SIN
IN0002169,FL0014268,AC00150,2026-01-04 23:15:00,Bird Strike,Medium,Investigating,MIA
IN0002170,FL0005414,AC00467,2026-04-07 12:20:00,Navigation Error,Low,Resolved,LAX
IN0002171,FL0003966,AC00403,2026-03-16 18:03:00,Hydraulic Leak,High,Closed,DEL
IN0002172,FL0012828,AC01142,2026-02-03 07:29:00,Turbulence,High,Resolved,DEL
IN0002173,FL0006745,AC00559,2026-02-10 06:27:00,Navigation Error,Low,Investigating,DEN
IN0002174,FL0013906,AC00658,2026-03-28 23:59:00,Weather Alert,Low,Closed,ORD
IN0002175,FL0010963,AC00550,2026-06-01 01:19:00,Engine Alert,Medium,Open,LHR
IN0002176,FL0010198,AC01193,2026-02-18 21:30:00,Bird Strike,Low,Closed,LHR
IN0002177,FL0000310,AC00408,2026-04-29 15:09:00,Engine Alert,Medium,Open,SEA
IN0002178,FL0011972,AC00971,2026-04-29 17:45:00,Brake Issue,High,Resolved,DFW
IN0002179,FL0010657,AC00620,2026-04-29 16:14:00,Bird Strike,Low,Investigating,SFO
IN0002180,FL0001088,AC00129,2026-01-30 10:37:00,Engine Alert,Low,Closed,DXB
IN0002181,FL0013508,AC00203,2026-06-16 18:03:00,Hydraulic Leak,Low,Investigating,DEN
IN0002182,FL0013203,AC01018,2026-01-23 08:52:00,Hydraulic Leak,Low,Investigating,DEL
IN0002183,FL0013446,AC00450,2026-06-01 18:33:00,Navigation Error,Medium,Resolved,DEL
IN0002184,FL0009922,AC01087,2026-02-05 08:14:00,Navigation Error,Medium,Open,MIA
IN0002185,FL0005358,AC00488,2026-04-05 18:07:00,Weather Alert,Low,Closed,DXB
IN0002186,FL0006950,AC00846,2026-03-23 08:58:00,Navigation Error,High,Closed,BLR
IN0002187,FL0011348,AC00824,2026-03-26 18:13:00,Brake Issue,Medium,Open,LAX
IN0002188,FL0004362,AC00883,2026-03-07 18:04:00,Turbulence,Low,Resolved,BOS
IN0002189,FL0010516,AC00639,2026-05-31 22:24:00,Engine Alert,Low,Closed,SIN
IN0002190,FL0006582,AC00003,2026-03-11 06:48:00,Turbulence,Medium,Open,SEA
IN0002191,FL0009633,AC00594,2026-05-01 07:51:00,Turbulence,Low,Resolved,DXB
IN0002192,FL0000562,AC00553,2026-03-05 05:10:00,Brake Issue,Medium,Resolved,ATL
IN0002193,FL0000262,AC01174,2026-02-13 22:23:00,Turbulence,Low,Closed,BOS
IN0002194,FL0008991,AC00297,2026-02-17 19:12:00,Hydraulic Leak,Low,Resolved,SFO
IN0002195,FL0013908,AC00213,2026-04-17 22:32:00,Turbulence,Low,Open,DEL
IN0002196,FL0005389,AC00824,2026-03-31 01:53:00,Hydraulic Leak,Medium,Closed,MIA
IN0002197,FL0005269,AC00350,2026-02-26 20:58:00,Engine Alert,Low,Resolved,SFO
IN0002198,FL0003818,AC00224,2026-06-06 07:44:00,Hydraulic Leak,Low,Open,LAX
IN0002199,FL0000984,AC00735,2026-02-13 13:34:00,Hydraulic Leak,Low,Closed,DEL
IN0002200,FL0004026,AC00490,2026-04-21 21:37:00,Engine Alert,Medium,Investigating,SFO
IN0002201,FL0013999,AC00241,2026-01-11 14:54:00,Turbulence,Low,Closed,ORD
IN0002202,FL0010347,AC00888,2026-04-29 11:45:00,Bird Strike,Low,Closed,LAX
IN0002203,FL0014991,AC00568,2026-05-31 07:27:00,Engine Alert,Medium,Resolved,LAX
IN0002204,FL0001838,AC00481,2026-05-10 04:44:00,Turbulence,Low,Open,LAX
IN0002205,FL0003782,AC00097,2026-03-14 16:28:00,Bird Strike,Low,Open,DXB
IN0002206,FL0002346,AC00195,2026-01-01 03:59:00,Brake Issue,Low,Open,BOS
IN0002207,FL0002707,AC01148,2026-05-10 20:45:00,Bird Strike,Low,Closed,MIA
IN0002208,FL0010459,AC01089,2026-05-20 20:16:00,Navigation Error,Low,Closed,ATL
IN0002209,FL0014486,AC00487,2026-03-11 19:50:00,Hydraulic Leak,Low,Open,MIA
IN0002210,FL0010986,AC00849,2026-01-09 19:30:00,Bird Strike,Low,Open,MIA
IN0002211,FL0004019,AC00714,2026-04-22 21:45:00,Weather Alert,Medium,Open,LHR
IN0002212,FL0010053,AC00097,2026-05-30 10:21:00,Weather Alert,Low,Resolved,DEL
IN0002213,FL0009637,AC00132,2026-01-28 11:58:00,Turbulence,Medium,Resolved,DXB
IN0002214,FL0009746,AC00218,2026-04-24 13:01:00,Hydraulic Leak,Low,Open,BOS
IN0002215,FL0001725,AC00771,2026-03-23 00:29:00,Brake Issue,Low,Resolved,BLR
IN0002216,FL0014500,AC00010,2026-01-17 18:13:00,Turbulence,Medium,Open,DEL
IN0002217,FL0014429,AC00116,2026-03-19 15:49:00,Bird Strike,Low,Open,MIA
IN0002218,FL0007232,AC00250,2026-03-27 16:49:00,Hydraulic Leak,Low,Investigating,ATL
IN0002219,FL0008464,AC00647,2026-03-11 19:23:00,Engine Alert,Medium,Closed,DFW
IN0002220,FL0006075,AC00774,2026-02-16 07:21:00,Brake Issue,Medium,Open,DFW
IN0002221,FL0007711,AC01162,2026-02-01 22:28:00,Engine Alert,Low,Investigating,LAX
IN0002222,FL0001014,AC00826,2026-01-24 01:10:00,Navigation Error,Low,Open,LHR
IN0002223,FL0010811,AC00973,2026-03-25 00:13:00,Engine Alert,Low,Resolved,MIA
IN0002224,FL0003533,AC00432,2026-02-25 03:35:00,Turbulence,Medium,Investigating,SEA
IN0002225,FL0008107,AC01066,2026-04-12 21:28:00,Navigation Error,Low,Resolved,SIN
IN0002226,FL0001622,AC00543,2026-05-29 23:15:00,Hydraulic Leak,High,Investigating,LHR
IN0002227,FL0001201,AC01044,2026-03-22 06:10:00,Turbulence,High,Investigating,DEL
IN0002228,FL0006090,AC00766,2026-03-03 20:41:00,Weather Alert,Medium,Open,MIA
IN0002229,FL0000171,AC00770,2026-05-07 20:09:00,Hydraulic Leak,Medium,Resolved,DFW
IN0002230,FL0002386,AC00935,2026-02-23 00:01:00,Weather Alert,Low,Resolved,SIN
IN0002231,FL0009052,AC00770,2026-06-24 10:27:00,Navigation Error,Medium,Resolved,BOS
IN0002232,FL0011659,AC01169,2026-02-17 20:55:00,Navigation Error,Low,Resolved,ORD
IN0002233,FL0013464,AC00467,2026-06-12 00:48:00,Navigation Error,Medium,Investigating,ORD
IN0002234,FL0009840,AC00501,2026-02-25 00:57:00,Navigation Error,Low,Resolved,SEA
IN0002235,FL0011054,AC00433,2026-02-17 18:24:00,Turbulence,Critical,Open,ATL
IN0002236,FL0010990,AC00369,2026-01-25 05:52:00,Hydraulic Leak,High,Investigating,DFW
IN0002237,FL0005471,AC00301,2026-02-07 10:02:00,Weather Alert,High,Resolved,SIN
IN0002238,FL0002208,AC00767,2026-06-30 07:18:00,Navigation Error,Low,Open,SEA
IN0002239,FL0008110,AC00010,2026-05-03 13:24:00,Bird Strike,Medium,Open,ORD
IN0002240,FL0012167,AC00195,2026-04-08 14:05:00,Navigation Error,Low,Investigating,SFO
IN0002241,FL0002310,AC00300,2026-03-31 12:59:00,Bird Strike,Medium,Resolved,LAX
IN0002242,FL0007316,AC00335,2026-04-28 03:15:00,Turbulence,High,Resolved,MIA
IN0002243,FL0010779,AC00452,2026-02-04 08:51:00,Weather Alert,Low,Closed,BOS
IN0002244,FL0005671,AC00079,2026-03-09 09:15:00,Bird Strike,Medium,Investigating,LAX
IN0002245,FL0009485,AC00384,2026-02-17 01:34:00,Weather Alert,Low,Closed,JFK
IN0002246,FL0013213,AC00072,2026-01-18 07:22:00,Engine Alert,Low,Open,DFW
IN0002247,FL0006475,AC00595,2026-02-02 17:36:00,Hydraulic Leak,Medium,Open,DFW
IN0002248,FL0002129,AC00742,2026-03-18 13:40:00,Hydraulic Leak,Medium,Closed,LAX
IN0002249,FL0009255,AC00458,2026-04-26 22:30:00,Hydraulic Leak,Low,Open,LAX
IN0002250,FL0002206,AC00781,2026-02-04 08:14:00,Navigation Error,Low,Investigating,JFK
IN0002251,FL0007747,AC01099,2026-04-10 14:15:00,Engine Alert,Low,Open,JFK
IN0002252,FL0005318,AC00058,2026-06-03 06:58:00,Bird Strike,Medium,Closed,DEL
IN0002253,FL0001606,AC00772,2026-05-29 07:44:00,Weather Alert,Low,Closed,DEL
IN0002254,FL0007569,AC00539,2026-05-01 15:22:00,Navigation Error,Low,Closed,DEN
IN0002255,FL0011943,AC00244,2026-03-06 20:19:00,Weather Alert,High,Resolved,ATL
IN0002256,FL0005437,AC00348,2026-01-18 09:46:00,Turbulence,Medium,Resolved,LHR
IN0002257,FL0008660,AC00157,2026-01-15 12:02:00,Weather Alert,High,Open,BLR
IN0002258,FL0002555,AC01078,2026-02-20 00:59:00,Weather Alert,Medium,Closed,MIA
IN0002259,FL0003832,AC01094,2026-01-20 14:10:00,Weather Alert,Low,Open,BLR
IN0002260,FL0009364,AC00186,2026-04-18 16:05:00,Brake Issue,Medium,Open,LHR
IN0002261,FL0014026,AC00955,2026-01-10 12:15:00,Weather Alert,Low,Closed,MIA
IN0002262,FL0005615,AC00715,2026-05-24 16:16:00,Hydraulic Leak,High,Resolved,DEN
IN0002263,FL0004118,AC00898,2026-06-06 22:24:00,Engine Alert,Low,Closed,DEL
IN0002264,FL0003160,AC00952,2026-01-31 18:10:00,Turbulence,High,Open,LAX
IN0002265,FL0012661,AC00019,2026-05-28 23:01:00,Brake Issue,Critical,Investigating,JFK
IN0002266,FL0006833,AC00072,2026-04-09 05:40:00,Hydraulic Leak,High,Resolved,DFW
IN0002267,FL0003921,AC00788,2026-01-31 23:48:00,Bird Strike,High,Investigating,LAX
IN0002268,FL0001807,AC00864,2026-03-05 19:04:00,Weather Alert,High,Resolved,BOS
IN0002269,FL0011394,AC00028,2026-02-16 14:36:00,Hydraulic Leak,High,Closed,BLR
IN0002270,FL0009248,AC00247,2026-01-22 04:58:00,Engine Alert,High,Closed,DFW
IN0002271,FL0000603,AC00528,2026-05-15 02:52:00,Bird Strike,Medium,Open,SEA
IN0002272,FL0009907,AC00465,2026-05-23 09:10:00,Engine Alert,Low,Closed,JFK
IN0002273,FL0003432,AC00151,2026-02-28 07:47:00,Hydraulic Leak,Low,Open,DEL
IN0002274,FL0001423,AC00477,2026-06-24 15:35:00,Brake Issue,Low,Investigating,DXB
IN0002275,FL0001493,AC01133,2026-06-21 03:28:00,Hydraulic Leak,Medium,Closed,BLR
IN0002276,FL0010712,AC01060,2026-03-23 05:30:00,Brake Issue,Low,Closed,DXB
IN0002277,FL0000151,AC00403,2026-06-23 01:54:00,Bird Strike,Low,Resolved,DEL
IN0002278,FL0011120,AC01133,2026-03-19 21:42:00,Brake Issue,Medium,Closed,DEL
IN0002279,FL0004242,AC00448,2026-04-28 05:14:00,Turbulence,Medium,Investigating,DEN
IN0002280,FL0006639,AC00971,2026-06-21 22:35:00,Navigation Error,Medium,Open,ORD
IN0002281,FL0000938,AC01040,2026-05-23 18:54:00,Bird Strike,Medium,Open,LHR
IN0002282,FL0004746,AC00146,2026-03-15 00:51:00,Brake Issue,Low,Closed,ORD
IN0002283,FL0001656,AC00630,2026-04-18 20:26:00,Brake Issue,Medium,Resolved,DFW
IN0002284,FL0000711,AC00382,2026-02-11 17:26:00,Turbulence,Low,Investigating,ATL
IN0002285,FL0012626,AC00951,2026-03-23 16:59:00,Navigation Error,Low,Closed,JFK
IN0002286,FL0001282,AC00574,2026-05-01 07:44:00,Bird Strike,Low,Open,DXB
IN0002287,FL0011672,AC01080,2026-04-25 23:19:00,Hydraulic Leak,Medium,Closed,MIA
IN0002288,FL0004454,AC00478,2026-03-02 09:22:00,Bird Strike,Low,Open,JFK
IN0002289,FL0004270,AC00645,2026-03-08 02:00:00,Engine Alert,Medium,Resolved,ORD
IN0002290,FL0000376,AC00482,2026-06-03 10:35:00,Brake Issue,Low,Resolved,LAX
IN0002291,FL0000333,AC00158,2026-06-22 02:59:00,Bird Strike,Low,Resolved,SFO
IN0002292,FL0012378,AC00839,2026-06-10 14:37:00,Bird Strike,High,Investigating,LHR
IN0002293,FL0005908,AC00551,2026-05-27 03:07:00,Engine Alert,Low,Open,DEN
IN0002294,FL0001258,AC00124,2026-02-13 00:12:00,Hydraulic Leak,Low,Closed,JFK
IN0002295,FL0008761,AC00168,2026-06-09 23:59:00,Turbulence,Low,Closed,DXB
IN0002296,FL0012842,AC01041,2026-03-05 12:58:00,Bird Strike,Medium,Resolved,SFO
IN0002297,FL0003350,AC01193,2026-05-26 00:18:00,Bird Strike,Low,Closed,LHR
IN0002298,FL0010155,AC00293,2026-01-06 00:17:00,Hydraulic Leak,Medium,Open,DEL
IN0002299,FL0009163,AC00104,2026-02-17 21:10:00,Bird Strike,Medium,Investigating,DFW
IN0002300,FL0005951,AC00231,2026-01-30 06:09:00,Turbulence,Low,Investigating,DEN
